2016-07-06 12:00:27,"#Lalin 11.58: RT pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/kkWgpdztsL",2016-07-06 11:58:47,"11.58: RT @pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/CWDyLZellx"
2016-07-06 12:02:43,"RT @RadioElshinta: 11.58: RT @pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/CWDyLZellx",2016-07-06 11:58:47,"11.58: RT @pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/CWDyLZellx"
2016-07-06 12:03:14,"RadioElshinta : 11.58: RT pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #Info… https://t.co/gVxGYsnpdw) https://t.co/LsCIAq4VqJ",2016-07-06 11:58:47,"11.58: RT @pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/CWDyLZellx"
2016-07-06 12:13:38,"#CelotehJKT : 11.58: RT pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/USdb3eCxY6",2016-07-06 11:58:47,"11.58: RT @pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/CWDyLZellx"
2016-07-06 12:16:21,"RT @CelotehJKT: #CelotehJKT : 11.58: RT pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/USdb3eCxY6",2016-07-06 11:58:47,"11.58: RT @pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/CWDyLZellx"
2016-07-06 12:25:16,"RT @CelotehSMG: #Lalin 11.58: RT pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/kkWgpdztsL",2016-07-06 11:58:47,"11.58: RT @pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/CWDyLZellx"
2016-07-06 12:35:15,RT @ATCS_DIY: 12.33 WIB kondisi lalin sp Bandara terpantau lancar. Patuhi rmabu dan marka. https://t.co/MhEVYXPW0i,2016-07-06 12:34:16,12.33 WIB kondisi lalin sp Bandara terpantau lancar. Patuhi rmabu dan marka. https://t.co/MhEVYXPW0i
2016-07-06 12:40:05,lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya (via @ikabaskoro),2016-07-06 12:39:41,@RadioElshinta @lewatmana lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya
2016-07-06 12:45:17,https://t.co/YI0JTRVfN4 lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya (via ikabaskoro),2016-07-06 12:39:41,@RadioElshinta @lewatmana lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya
2016-07-06 12:45:33,RT @lewatmana: lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya (via @ikabaskoro),2016-07-06 12:39:41,@RadioElshinta @lewatmana lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya
2016-07-06 12:50:39,lewatmana: lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya (via ikabaskoro),2016-07-06 12:39:41,@RadioElshinta @lewatmana lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya
2016-07-06 12:53:08,https://t.co/prywspIZa7 lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya (via ikabaskoro),2016-07-06 12:39:41,@RadioElshinta @lewatmana lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya
2016-07-06 13:16:56,"RT @lalinjogja: 13.14 Arus lalulintas di simpang Tugu Jogja, lengang.",2016-07-06 13:16:29,"13.14 Arus lalulintas di simpang Tugu Jogja, lengang."
2016-07-06 13:24:10,"RT @lalinjogja: 13.18 Arus lalin di simpang Abu Bakar Ali, Jl Malioboro, lengang. Cuaca cerah",2016-07-06 13:21:51,"13.18 Arus lalin di simpang Abu Bakar Ali, Jl Malioboro, lengang. Cuaca cerah"
2016-07-06 13:43:00,[Jogja] REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/1iZutE9JNd,2016-07-06 13:27:45,REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC
2016-07-06 13:49:47,RT @tribunjogja: REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC,2016-07-06 13:27:45,REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC
2016-07-06 13:52:33,"[POSKOTRAFFIC] Arus lalulintas di simpang Tugu Jogja, lengang #POSKO3",2016-07-06 13:16:29,"13.14 Arus lalulintas di simpang Tugu Jogja, lengang."
2016-07-06 13:52:51,"[POSKOTRAFFIC] Arus lalin di simpang Abu Bakar Ali, Jl Malioboro, lengang. Cuaca cerah",2016-07-06 13:21:51,"13.18 Arus lalin di simpang Abu Bakar Ali, Jl Malioboro, lengang. Cuaca cerah"
2016-07-06 13:53:12,"[POSKOTRAFFIC] Arus lalin di simpang Abu Bakar Ali, Jl Malioboro, lengang #POSKO3",2016-07-06 13:21:51,"13.18 Arus lalin di simpang Abu Bakar Ali, Jl Malioboro, lengang. Cuaca cerah"
2016-07-06 13:58:36,#BeritaJogja REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap: Arus lal... https://t.co/Kv7OcqYqBu [TribunJogja],2016-07-06 13:27:45,REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC
2016-07-06 13:58:38,#jogja #infojogja REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap: A... https://t.co/BvBVe06eEV @prambanantrans,2016-07-06 13:27:45,REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC
2016-07-06 13:58:39,#jogja #infojogja REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap: A... https://t.co/McvIkAZgJU @prambanantrans,2016-07-06 13:27:45,REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC
2016-07-06 13:59:05,REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/AMfzT2b4hq #Jogja,2016-07-06 13:27:45,REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC
2016-07-06 13:59:05,#Seputar #Jogja REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/RvMSjO2bKq #RentalMobilJogja,2016-07-06 13:27:45,REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC
2016-07-06 13:59:07,#Seputar #Jogja REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/hFcg8nyNga #RentalMobilJogja,2016-07-06 13:27:45,REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC
2016-07-06 14:03:06,#InfoJogja REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/AMyopQhDyW,2016-07-06 13:27:45,REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC
2016-07-06 14:03:14,#jogja #update REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap: Arus lalu lint... https://t.co/VxTnDfF2S7 #news,2016-07-06 13:27:45,REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC
2016-07-06 14:03:16,Kumpulan #Berita REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap: ... https://t.co/lIMNm3lwLz via Tribun #jogja,2016-07-06 13:27:45,REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC
2016-07-06 14:03:18,#beritainyangada REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap: ... https://t.co/G8eGaS9OHm via Tribun #jogja,2016-07-06 13:27:45,REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC
2016-07-06 14:03:20,#Berita #Terkini REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap: ... https://t.co/cqP0hvDWRJ via Tribun #Jogja,2016-07-06 13:27:45,REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC
2016-07-06 14:03:21,#Dunia Dalam #Berita REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Meray... https://t.co/I1FxFEdp6M via Tribun #Jogja,2016-07-06 13:27:45,REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC
2016-07-06 14:20:53,"ATCS_DIY : 14.16 wib, kondisi lalin sp prambanan dari arah timur terpantau lancar … https://t.co/c77aXnVdoL) https://t.co/iYd5hUflrD",2016-07-06 14:17:08,"14.16 wib, kondisi lalin sp prambanan dari arah timur terpantau lancar https://t.co/5CbK9YZi4X"
2016-07-06 14:20:57,"ATCS_DIY : 14.17 wib, kondisi lalin sp condong catur dari arah barat terpantau antrian ken… https://t.co/NmdGZrz3gY) https://t.co/VGiTkLTmIp",2016-07-06 14:18:08,"14.17 wib, kondisi lalin sp condong catur dari arah barat terpantau antrian kend cukup panjang https://t.co/OssUygq5wI"
2016-07-06 14:24:48,"RT @ATCS_DIY: 14.17 wib, kondisi lalin sp condong catur dari arah barat terpantau antrian kend cukup panjang https://t.co/OssUygq5wI",2016-07-06 14:18:08,"14.17 wib, kondisi lalin sp condong catur dari arah barat terpantau antrian kend cukup panjang https://t.co/OssUygq5wI"
2016-07-06 14:25:51,REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten ... - https://t.co/H2BuHfGdSj https://t.co/cHSnvxTcz9 #Klaten,2016-07-06 13:27:45,REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC
2016-07-06 14:37:38,"ATCS_DIY : 14.17 wib, kondisi lalin sp condong catur dari arah barat terpantau antrian ken… https://t.co/NmdGZrz3gY) https://t.co/IVV5UgoBls",2016-07-06 14:18:08,"14.17 wib, kondisi lalin sp condong catur dari arah barat terpantau antrian kend cukup panjang https://t.co/OssUygq5wI"
2016-07-06 14:38:04,"RT @ATCS_DIY: 14.37 wib, kondisi lalin sp gamping dari arah barat terpantau lancar https://t.co/CBlrgVsEiN",2016-07-06 14:37:37,"14.37 wib, kondisi lalin sp gamping dari arah barat terpantau lancar https://t.co/CBlrgVsEiN"
2016-07-06 14:38:10,REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap - https://t.co/ZSENXBWYdt https://t.co/3TQMclJUT0 #Klaten #Nobar,2016-07-06 13:27:45,REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC
2016-07-06 14:41:03,"RT @ATCS_DIY: 14.16 wib, kondisi lalin sp prambanan dari arah timur terpantau lancar https://t.co/5CbK9YZi4X",2016-07-06 14:17:08,"14.16 wib, kondisi lalin sp prambanan dari arah timur terpantau lancar https://t.co/5CbK9YZi4X"
2016-07-06 14:55:17,"ATCS_DIY : 14.37 wib, kondisi lalin sp gamping dari arah barat terpantau lancar … https://t.co/B7HAU0vw6a) https://t.co/ugVrP84MNY",2016-07-06 14:37:37,"14.37 wib, kondisi lalin sp gamping dari arah barat terpantau lancar https://t.co/CBlrgVsEiN"
2016-07-06 15:24:42,RT @ATCS_DIY: 15.22 WIB kondisi lalin sp Kidsfun terpantau ramai. https://t.co/iVjMpxLSzE,2016-07-06 15:24:07,15.22 WIB kondisi lalin sp Kidsfun terpantau ramai. https://t.co/iVjMpxLSzE
2016-07-06 15:27:44,ATCS_DIY : 15.22 WIB kondisi lalin sp Kidsfun terpantau ramai. https://t.co/yG1Q9G2h01 (v… https://t.co/jzqogFMEyP) https://t.co/XQxvEz1KQI,2016-07-06 15:24:07,15.22 WIB kondisi lalin sp Kidsfun terpantau ramai. https://t.co/iVjMpxLSzE
2016-07-06 16:38:04,"jl raya prupuk macet parah . padat merayap, yang ke jogja dan sekitarnya disarankan lewat jalur selatan (via @Riisma98)",2016-07-06 16:37:23,"@lewatmana jl raya prupuk macet parah . padat merayap, yang ke jogja dan sekitarnya disarankan lewat jalur selatan"
2016-07-06 16:49:59,"lewatmana: jl raya prupuk macet parah . padat merayap, yang ke jogja dan sekitarnya disarankan lewat jalur selatan (via Riisma98)",2016-07-06 16:37:23,"@lewatmana jl raya prupuk macet parah . padat merayap, yang ke jogja dan sekitarnya disarankan lewat jalur selatan"
2016-07-06 16:52:49,16.52 WIB kondisi lalu lintas di simpang patran terpantau ramai lancar dari semua arah https://t.co/rE7AoirJ5l,2016-07-06 16:50:50,16.50 WIB kondisi lalu lintas di simpang UIN terpantau ramai lancar dari semua arah https://t.co/MsnNjcX0QG
2016-07-06 16:53:33,ATCS_DIY : 16.45 WIB kondisi lalu lintas di simpang bandara terpantau ramai lancar dari ti… https://t.co/FpkyAowKHQ) https://t.co/ohgEhgRYZL,2016-07-06 16:45:50,"16.45 WIB kondisi lalu lintas di simpang bandara terpantau ramai lancar dari timur dan barat, lancar dari selatan https://t.co/wV8qYKmeva"
2016-07-06 16:53:36,ATCS_DIY : 16.47 WIB kondisi lalu lintas di simpang maguwo terpantau padat lancar dari tim… https://t.co/oDMREyika0) https://t.co/x84SdN0j1A,2016-07-06 16:49:13,16.47 WIB kondisi lalu lintas di simpang maguwo terpantau padat lancar dari timur dan barat https://t.co/qGkONbd1hJ
2016-07-06 16:53:38,ATCS_DIY : 16.50 WIB kondisi lalu lintas di simpang UIN terpantau ramai lancar dari semua … https://t.co/OOrwdjdVe8) https://t.co/VPzoNQ9Sd3,2016-07-06 16:50:50,16.50 WIB kondisi lalu lintas di simpang UIN terpantau ramai lancar dari semua arah https://t.co/MsnNjcX0QG
2016-07-06 16:53:42,"ATCS_DIY : 16.51 WIB kondisi lalu lintas di jalan malioboro terpantau ramai lancar, tetap … https://t.co/r09jngHBns) https://t.co/AgkbmHoptE",2016-07-06 16:51:36,"16.51 WIB kondisi lalu lintas di jalan malioboro terpantau ramai lancar, tetap patuhi rambu lalu lintas dan marka.. https://t.co/D3FS9GN8ga"
2016-07-06 16:53:44,ATCS_DIY : 16.52 WIB kondisi lalu lintas di simpang patran terpantau ramai lancar dari sem… https://t.co/eML2WXkOFK) https://t.co/yho8zJDhpw,2016-07-06 16:52:49,16.52 WIB kondisi lalu lintas di simpang patran terpantau ramai lancar dari semua arah https://t.co/rE7AoirJ5l
2016-07-06 16:56:18,"RT @ATCS_DIY: 16.45 WIB kondisi lalu lintas di simpang bandara terpantau ramai lancar dari timur dan barat, lancar dari selatan https://t.c…",2016-07-06 16:45:50,"16.45 WIB kondisi lalu lintas di simpang bandara terpantau ramai lancar dari timur dan barat, lancar dari selatan https://t.co/wV8qYKmeva"
2016-07-06 16:56:35,RT @ATCS_DIY: 16.47 WIB kondisi lalu lintas di simpang maguwo terpantau padat lancar dari timur dan barat https://t.co/qGkONbd1hJ,2016-07-06 16:49:13,16.47 WIB kondisi lalu lintas di simpang maguwo terpantau padat lancar dari timur dan barat https://t.co/qGkONbd1hJ
2016-07-06 16:57:05,RT @ATCS_DIY: 16.50 WIB kondisi lalu lintas di simpang UIN terpantau ramai lancar dari semua arah https://t.co/MsnNjcX0QG,2016-07-06 16:50:50,16.50 WIB kondisi lalu lintas di simpang UIN terpantau ramai lancar dari semua arah https://t.co/MsnNjcX0QG
2016-07-06 16:57:09,"RT @ATCS_DIY: 16.51 WIB kondisi lalu lintas di jalan malioboro terpantau ramai lancar, tetap patuhi rambu lalu lintas dan marka.. https://t…",2016-07-06 16:51:36,"16.51 WIB kondisi lalu lintas di jalan malioboro terpantau ramai lancar, tetap patuhi rambu lalu lintas dan marka.. https://t.co/D3FS9GN8ga"
2016-07-06 16:57:21,RT @ATCS_DIY: 16.52 WIB kondisi lalu lintas di simpang patran terpantau ramai lancar dari semua arah https://t.co/rE7AoirJ5l,2016-07-06 16:52:49,16.52 WIB kondisi lalu lintas di simpang patran terpantau ramai lancar dari semua arah https://t.co/rE7AoirJ5l
2016-07-06 16:57:25,RT @ATCS_DIY: 16.54 WIB kondisi lalu lintas di sekitaran bundaran kleringan terpantau ramai lancar https://t.co/JoPp69Hb2E,2016-07-06 16:54:15,16.54 WIB kondisi lalu lintas di sekitaran bundaran kleringan terpantau ramai lancar https://t.co/JoPp69Hb2E
2016-07-06 17:10:17,ATCS_DIY : 16.54 WIB kondisi lalu lintas di sekitaran bundaran kleringan terpantau ramai l… https://t.co/CxuG7NOm8L) https://t.co/WX0gE2MVHF,2016-07-06 16:54:15,16.54 WIB kondisi lalu lintas di sekitaran bundaran kleringan terpantau ramai lancar https://t.co/JoPp69Hb2E
2016-07-06 17:17:16,RT @ATCS_DIY: 17.17 WIB lalu lintas di ring road utara (Sp.Monjali-kentungan-concat-seturan) terpantau padat dari arah barat https://t.co/s…,2016-07-06 17:16:39,17.17 WIB lalu lintas di ring road utara (Sp.Monjali-kentungan-concat-seturan) terpantau padat dari arah barat https://t.co/skSoOQI4VL
2016-07-06 17:24:51,RT @ATCS_DIY: 17.23 WIB lalu lintas di simpang kidsfun terpantau padat dari timur https://t.co/mvgKbHG4nW,2016-07-06 17:23:00,17.23 WIB lalu lintas di simpang kidsfun terpantau padat dari timur https://t.co/mvgKbHG4nW
2016-07-06 17:26:36,17.17 WIB lalin ring road utara (Sp.Monjali-kentungan-concat-seturan) terpantau padat dari arah barat https://t.co/ghYRqcT6lu via @ATCS_DIY,2016-07-06 17:16:39,17.17 WIB lalu lintas di ring road utara (Sp.Monjali-kentungan-concat-seturan) terpantau padat dari arah barat https://t.co/skSoOQI4VL
2016-07-06 17:26:51,ATCS_DIY : 17.17 WIB lalu lintas di ring road utara (Sp.Monjali-kentungan-concat-seturan) … https://t.co/8agdRmTlNb) https://t.co/jsQdY75wT6,2016-07-06 17:16:39,17.17 WIB lalu lintas di ring road utara (Sp.Monjali-kentungan-concat-seturan) terpantau padat dari arah barat https://t.co/skSoOQI4VL
2016-07-06 17:26:53,ATCS_DIY : 17.23 WIB lalu lintas di simpang kidsfun terpantau padat dari timur … https://t.co/6QVLADOyjr) https://t.co/IJQ9gDkOsT,2016-07-06 17:23:00,17.23 WIB lalu lintas di simpang kidsfun terpantau padat dari timur https://t.co/mvgKbHG4nW
2016-07-06 17:28:57,17.23 WIB lalu lintas di simpang kidsfun terpantau padat dari timur https://t.co/0b6KxXnRar l @ATCS_DIY,2016-07-06 17:23:00,17.23 WIB lalu lintas di simpang kidsfun terpantau padat dari timur https://t.co/mvgKbHG4nW
2016-07-06 17:30:11,Lalu lintas di ring road utara (Sp.Monjali-kentungan-concat-seturan) terpantau padat dari arah barat https://t.co/f4bExnc62I l @ATCS_DIY,2016-07-06 17:16:39,17.17 WIB lalu lintas di ring road utara (Sp.Monjali-kentungan-concat-seturan) terpantau padat dari arah barat https://t.co/skSoOQI4VL
